"","16S-bodega-bay-fecal-experiment_Blank.1","16S-bodega-bay-fecal-experiment_Blank.10","16S-bodega-bay-fecal-experiment_Blank.11","16S-bodega-bay-fecal-experiment_Blank.12","16S-bodega-bay-fecal-experiment_Blank.2","16S-bodega-bay-fecal-experiment_Blank.3","16S-bodega-bay-fecal-experiment_Blank.4","16S-bodega-bay-fecal-experiment_Blank.5","16S-bodega-bay-fecal-experiment_Blank.6","16S-bodega-bay-fecal-experiment_Blank.7","16S-bodega-bay-fecal-experiment_Blank.8","16S-bodega-bay-fecal-experiment_Blank.9","16S-bodega-bay-fecal-experiment_CC.B.1.1","16S-bodega-bay-fecal-experiment_CC.B.1.2","16S-bodega-bay-fecal-experiment_CC.B.1.3","16S-bodega-bay-fecal-experiment_CC.B.2.1","16S-bodega-bay-fecal-experiment_CC.B.2.2","16S-bodega-bay-fecal-experiment_CC.B.2.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.2","16S-bodega-bay-fecal-experiment_CC.B.3.3","16S-bodega-bay-fecal-experiment_CC.B.4.1","16S-bodega-bay-fecal-experiment_CC.B.4.2","16S-bodega-bay-fecal-experiment_CC.B.4.3","16S-bodega-bay-fecal-experiment_CC.SG.1.1","16S-bodega-bay-fecal-experiment_CC.SG.1.2","16S-bodega-bay-fecal-experiment_CC.SG.1.3","16S-bodega-bay-fecal-experiment_CC.SG.2.1","16S-bodega-bay-fecal-experiment_CC.SG.2.2","16S-bodega-bay-fecal-experiment_CC.SG.2.3","16S-bodega-bay-fecal-experiment_CC.SG.3.1","16S-bodega-bay-fecal-experiment_CC.SG.3.2","16S-bodega-bay-fecal-experiment_CC.SG.3.3","16S-bodega-bay-fecal-experiment_CC.SG.4.1","16S-bodega-bay-fecal-experiment_CC.SG.4.2","16S-bodega-bay-fecal-experiment_CC.SG.4.3","16S-bodega-bay-fecal-experiment_MM.B.1.1","16S-bodega-bay-fecal-experiment_MM.B.1.2","16S-bodega-bay-fecal-experiment_MM.B.1.3","16S-bodega-bay-fecal-experiment_MM.B.2.1","16S-bodega-bay-fecal-experiment_MM.B.2.2","16S-bodega-bay-fecal-experiment_MM.B.2.3","16S-bodega-bay-fecal-experiment_MM.B.3.1","16S-bodega-bay-fecal-experiment_MM.B.3.2","16S-bodega-bay-fecal-experiment_MM.B.3.3","16S-bodega-bay-fecal-experiment_MM.B.4.1","16S-bodega-bay-fecal-experiment_MM.B.4.2","16S-bodega-bay-fecal-experiment_MM.B.4.3","16S-bodega-bay-fecal-experiment_MM.SG.1.1","16S-bodega-bay-fecal-experiment_MM.SG.1.2","16S-bodega-bay-fecal-experiment_MM.SG.1.3","16S-bodega-bay-fecal-experiment_MM.SG.2.1","16S-bodega-bay-fecal-experiment_MM.SG.2.2","16S-bodega-bay-fecal-experiment_MM.SG.2.3","16S-bodega-bay-fecal-experiment_MM.SG.3.1","16S-bodega-bay-fecal-experiment_MM.SG.3.2","16S-bodega-bay-fecal-experiment_MM.SG.3.3","16S-bodega-bay-fecal-experiment_MM.SG.4.1","16S-bodega-bay-fecal-experiment_MM.SG.4.2","16S-bodega-bay-fecal-experiment_MM.SG.4.3","16S-bodega-bay-fecal-experiment_NegCtrl1","16S-bodega-bay-fecal-experiment_NegCtrl2","16S-bodega-bay-fecal-experiment_WP.MFH.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.1.2","16S-bodega-bay-fecal-experiment_WP.MFH.1.3","16S-bodega-bay-fecal-experiment_WP.MFH.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.2.2","16S-bodega-bay-fecal-experiment_WP.MFH.2.3","16S-bodega-bay-fecal-experiment_WP.MFH.3.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.3.2","16S-bodega-bay-fecal-experiment_WP.MFH.3.3","16S-bodega-bay-fecal-experiment_WP.MFH.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.4.2","16S-bodega-bay-fecal-experiment_WP.MFH.4.3","16S-bodega-bay-fecal-experiment_WP.MFL.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.1.2","16S-bodega-bay-fecal-experiment_WP.MFL.1.3","16S-bodega-bay-fecal-experiment_WP.MFL.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.2.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.2","16S-bodega-bay-fecal-experiment_WP.MFL.3.3","16S-bodega-bay-fecal-experiment_WP.MFL.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.4.2","16S-bodega-bay-fecal-experiment_WP.MFL.4.3","16S-bodega-bay-fecal-experiment_WP.SG.1.1","16S-bodega-bay-fecal-experiment_WP.SG.1.2","16S-bodega-bay-fecal-experiment_WP.SG.1.3","16S-bodega-bay-fecal-experiment_WP.SG.2.1","16S-bodega-bay-fecal-experiment_WP.SG.2.2","16S-bodega-bay-fecal-experiment_WP.SG.2.3","16S-bodega-bay-fecal-experiment_WP.SG.3.1","16S-bodega-bay-fecal-experiment_WP.SG.3.2","16S-bodega-bay-fecal-experiment_WP.SG.3.3","16S-bodega-bay-fecal-experiment_WP.SG.4.1","16S-bodega-bay-fecal-experiment_WP.SG.4.2","16S-bodega-bay-fecal-experiment_WP.SG.4.3","16S-bodega-bay-fecal-experiment_Zymo.Ctrl1","16S-bodega-bay-fecal-experiment_Zymo.Ctrl2"
"5.4.3.8",0,21045,4652,104,956,4465,3262,3303,1479,1010,9704,482,11121,31480,34284,14102,14496,15831,32599,39847,38898,16158,22253,28248,10888,23732,12423,22587,20245,15456,18605,447163,53118,32932,16913,29715,17194,25179,5228,50400,31262,22917,12483,13567,19667,29803,25384,26991,28705,15335,28,19971,32262,17616,25111,28043,26641,26166,33420,26136,936,111,28750,51159,33262,20863,20268,15395,22447,32418,26150,22024,18711,16815,29802,26640,15860,26914,20664,15712,37552,34089,15742,14910,12668,24278,14656,19463,22471,29664,17955,3813,24309,22282,23099,20883,31280,24931,15326,21361
"5.4.3.9",0,2,0,0,0,190,0,0,0,57,0,0,3,22,52,20,36,7,26,14,0,15,13,19,21,10,6,3,16,60,54,890,48,9,0,19,8,0,0,39,12,19,0,0,5,48,0,4,11,0,0,6,19,0,5,13,17,0,56,6,0,0,23,6,7,17,0,26,7,17,4,20,63,0,16,4,0,2,0,0,30,9,3,22,10,0,12,6,15,41,2,8,20,20,42,20,26,14,0,0
"5.4.4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,2,0,0,0,19,0,0,0,0,1,0,0,13,0,0,0,0,25,0,0,19,18,32,20,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"5.4.4.2",0,3613,920,16,321,1502,596,468,373,152,3013,13,1638,4464,4683,2031,2770,2963,4756,6491,6528,3481,4913,6019,1807,3547,2027,3854,3233,3085,4215,95451,9775,5149,4230,7757,2771,4232,848,6783,4282,2509,2343,2237,3760,4417,4580,5470,3818,2226,0,2922,5571,3028,3618,4152,5018,3867,4957,4158,217,2,5537,9665,5598,4270,4122,3570,4934,6484,5782,5728,7041,3409,6140,5400,3288,8451,6667,4209,7134,6305,3968,3151,2549,6328,2285,3010,3209,5156,3747,853,3718,3367,3376,3504,5443,3708,11453,16214
"5.4.4.3",0,9196,0,0,193,5,0,284,0,0,1220,73,5,12,4,0,17,0,2,105,54,0,10,0,0,4,0,4,0,0,53,141,0,0,8,20,0,9,4,18,13,6,6,8,20,0,11,8,0,13,0,0,59,26,16,5,5,0,0,5,158,0,22,41,29,25,0,8,12,31,22,20,0,0,32,11,34,22,14,14,25,35,25,0,21,16,0,0,0,3,0,0,0,0,0,6,0,0,0,0
"5.4.4.4",0,138,0,0,0,0,0,0,0,0,0,0,466,594,694,214,264,430,444,1126,1736,786,732,1080,152,280,128,555,676,334,238,3965,511,308,152,218,596,681,132,1306,808,236,403,239,488,236,728,826,600,259,0,440,881,388,532,585,1138,1073,706,698,0,0,1144,2049,837,476,480,466,120,1620,864,364,51,720,767,750,500,230,200,330,688,923,823,746,907,583,112,146,186,328,312,70,268,200,254,127,246,277,0,0
"5.4.99.1",0,442,26,0,0,435,0,0,0,0,376,0,0,55,54,70,75,106,230,104,229,510,530,237,90,180,196,232,294,72,382,13898,1677,229,759,924,409,510,122,568,374,236,432,346,560,2363,1708,1405,739,400,0,522,1137,802,516,628,771,791,806,836,0,0,284,938,688,28,420,292,520,156,144,184,588,54,457,486,488,446,306,236,669,672,106,146,64,464,104,206,180,448,805,164,204,12,96,156,451,0,0,0
"5.4.99.12",0,20830,5325,154,846,6321,2225,3297,1673,1305,8926,689,10670,29325,32155,14049,13698,16262,30643,37719,37988,16598,22816,27330,10545,23909,13542,23353,20693,14787,17932,450159,54849,29553,18786,29450,17035,24939,5462,47220,29469,21922,12199,13752,19259,31570,26548,27365,28154,15400,28,18966,31719,17477,24581,27599,25791,25532,32229,26321,1493,224,28381,48470,31002,18846,18791,14208,22084,27910,25847,22411,20773,14859,26811,24762,14511,28407,21392,16130,32524,28890,14424,13605,10639,23652,14953,19879,22398,29868,19128,4248,22540,20713,21289,20337,31293,23044,10321,14084
"5.4.99.13",0,11619,1533,55,299,1004,636,1102,578,15,1536,337,3554,8995,9267,4269,4423,6293,9346,11575,13393,5853,7452,9333,3142,7940,4930,8319,7101,4991,5239,135484,17598,8784,5280,8418,5623,8496,1926,12502,8059,5106,3605,3974,5945,5822,8579,8929,8208,4679,19,5472,10122,5616,8260,8807,9089,8493,9440,9055,45,36,9586,16855,8089,5329,5662,4326,5274,8554,8163,7587,6131,4594,7230,6826,4126,7400,4742,4234,8086,7562,3970,4238,3009,5820,4186,5721,6316,9779,5380,1092,6777,6080,6430,5570,8635,6248,0,0
"5.4.99.15",0,2767,791,10,284,1010,210,1387,480,645,2365,9,1125,3401,3414,1598,1461,2771,3832,4092,4804,2013,2109,3330,1441,3230,2045,3404,2634,1653,1682,46740,6745,3496,2140,3933,1947,2883,704,4103,2405,1703,1357,1442,1970,1861,3980,3436,3084,1940,0,2112,3962,2361,3177,3603,4097,3756,3617,3803,1030,137,3828,5841,2633,2510,2136,1225,2123,2701,3919,2409,930,1554,2745,2719,1300,3403,2264,2109,3015,1910,934,1692,986,2309,1253,1925,2026,2813,1786,456,2400,2135,2096,1930,2569,1974,4166,5563
"5.4.99.16",0,3632,1756,20,330,961,412,2190,568,356,2937,186,2367,7026,7350,3146,3517,5121,8022,8703,10058,4174,5279,6638,2743,6776,3991,6677,5024,3564,3568,100705,14100,6924,3873,6171,4041,6462,1530,10812,6404,4590,2925,3208,4204,7523,7424,7202,7021,4085,0,4562,7594,4475,6846,7464,7434,7506,8188,7783,667,177,8298,12326,4842,4822,3905,3051,3866,5960,7558,6686,4807,3610,5314,5376,2398,6388,4068,3672,4911,3915,2292,3248,2063,4702,2989,4223,5222,7153,3431,776,5338,4892,5467,4626,5969,4993,1857,2474
"5.4.99.17",0,1884,1138,0,214,654,0,2650,1572,334,1894,91,1384,4139,4642,1674,1842,2428,4504,4810,5754,3072,3229,4588,887,2621,1366,2761,2232,1303,9756,76630,8779,4341,2870,4024,1768,3471,583,6945,4240,2868,1925,1649,3045,3681,4187,4377,3484,1953,0,2528,6780,2622,3676,4198,6309,4908,4608,4720,492,242,7940,18293,17792,5348,5838,4829,15433,8639,10074,8255,5475,4206,12469,8724,5641,12892,11727,7555,19330,13871,7078,6122,3330,12025,1708,2043,2352,3920,2130,390,2473,2123,2843,2387,3305,2871,0,0
"5.4.99.18",0,16869,4431,98,827,5568,1137,3294,1287,1294,8505,677,7234,19489,23100,9809,9642,10368,19633,26139,25488,11584,16297,19349,6821,14035,8535,14673,13561,9689,13474,326056,38404,19713,14696,24246,11727,17079,3584,32481,19988,15086,9132,10151,14532,24232,18752,19567,19161,10366,9,13037,22677,12197,16267,18718,18188,17177,22629,17553,1493,214,19040,35580,25875,13837,14561,10789,17705,21281,18876,14170,14465,11273,21457,18774,11948,20455,15883,11912,28742,25322,11295,10460,8669,18878,11218,15290,15596,19886,15130,3376,15709,13975,13510,15043,23732,16316,10022,13663
"5.4.99.19",0,13272,1688,64,496,3554,1153,3686,249,309,4321,163,1772,5016,5194,2173,3086,2804,5409,5947,5972,3614,5047,5600,1906,4238,2416,4123,3854,2727,4034,112191,12571,6066,4599,13399,3011,4360,808,9297,5980,4400,2622,2551,4083,9327,5338,6798,5552,2741,0,3844,6328,3449,4590,5266,4823,4359,6285,4889,1398,93,4964,8891,5327,3940,3623,2767,4118,5358,4435,3484,3189,2666,5357,5235,3017,4760,3306,2732,6280,5464,2876,2399,2089,4426,3042,3555,5290,6446,3528,1003,4857,4230,4881,4455,6737,4998,9439,13107
"5.4.99.2",0,13982,4615,134,1078,3839,3304,6826,2626,1042,4395,855,13332,39770,41580,17884,17481,19709,42415,50459,45748,18102,25906,34940,15065,34557,16096,28039,24903,19296,14701,580265,67108,45863,19217,28554,21136,31581,6445,68347,42314,33949,15347,17209,23937,29581,29717,31649,38367,20231,39,26805,39172,20271,31400,36752,33846,32207,44674,32575,847,334,31808,50345,25278,27888,21130,14596,18615,35188,30393,22155,21786,18107,29853,28370,15970,30417,22454,17175,34761,30299,15512,16869,13805,26134,19336,24964,33662,38728,19144,3565,31794,30647,35007,29193,42380,36553,785,1057
"5.4.99.20",0,11068,1493,29,375,2035,1667,1099,541,431,3726,478,3963,10577,10982,4432,4117,4934,9861,13092,14126,6804,9553,10038,3278,7078,3932,7320,7018,4725,9913,173466,19946,10437,8084,13725,6440,9596,1902,21395,13581,10084,5561,6162,8220,14697,11560,12300,12179,5897,9,8328,12984,7073,10356,10996,9178,10067,13508,10586,1086,11,11192,23566,20046,6371,8794,7013,13617,11820,9973,10428,9967,6271,14141,12246,7946,14487,11959,8104,17798,15857,7195,5594,4326,12038,5706,7088,7950,10933,7609,1669,7810,7484,7388,7583,11821,8490,2642,3531
"5.4.99.21",0,20283,1979,0,356,2268,257,1192,314,5,2847,4,3231,8568,8451,4190,4258,5138,8709,10122,11481,5216,7357,8012,3069,7597,4427,7820,6745,4652,3665,131487,16953,8000,5140,11923,5143,7097,1748,11315,7536,4827,3030,3583,5288,9686,7499,8170,7266,4185,19,4743,8501,5170,7087,7392,7123,6934,8018,7514,490,0,7268,10635,4152,3841,4320,3346,2726,5907,6095,6024,5832,3335,4808,4717,2549,4898,3052,2529,4391,4946,2329,2530,1978,3156,3892,5228,5818,9882,5238,1369,6096,5482,5991,5095,8294,5775,2642,3531
"5.4.99.22",0,18772,4992,98,868,5904,2661,3297,1724,1316,9410,867,10450,29045,31883,13549,13105,14340,29411,35618,35004,14994,21118,25664,10102,22686,12052,21453,19102,13903,16523,428487,51330,29905,16930,28149,16476,24308,5085,49968,30814,23764,12032,13593,18946,29475,24422,25780,28670,15329,33,19394,30222,16453,24038,27074,24174,24379,32802,24857,1587,228,25459,43366,29258,17848,17542,13226,20329,26644,23372,20014,18796,14146,25631,23340,13850,25374,19724,14631,31406,28188,13173,12508,10350,21872,14746,19739,22720,29936,18067,3890,22579,20849,22087,20511,31507,23992,11879,16137
"5.4.99.23",0,26198,9305,164,1203,9727,3219,4185,2963,1492,13815,755,17332,45174,52772,23113,22224,23920,49848,57459,56248,23549,34349,39549,16466,38011,21272,35795,31383,23006,30995,728293,86125,46658,29703,47019,25959,38321,8295,70201,43237,33042,17972,20357,28923,57302,37107,40089,41437,23097,47,27754,47570,25781,35425,40661,38606,36796,46788,38381,1702,238,41589,72050,49595,27692,27577,21723,37894,41270,38377,36443,36149,21509,42718,37004,21588,45361,36154,25319,53567,45525,23403,21124,15738,38025,24994,34361,36884,50217,31537,6830,36898,32880,34663,33888,52373,37517,26448,35963
"5.4.99.24",0,11267,2567,62,460,3279,1224,1156,585,1210,6612,521,4422,11352,13281,5482,5133,5441,10116,14994,15280,7515,10266,11588,3492,6956,4795,8659,8510,5431,7418,169629,21567,10532,8997,14791,7770,10527,2300,20256,12669,9351,5998,6845,9262,17096,12676,12961,12449,6475,9,8313,14129,7816,10547,11542,10498,11272,14198,10838,1279,151,11606,21060,17163,7394,9327,6476,9643,12917,10609,7602,7399,6773,12736,11174,7632,10394,8200,6551,17249,15673,6339,5792,5316,10380,6496,8434,7977,10534,9469,2201,8600,7606,6874,8079,12830,8421,2642,3531
"5.4.99.25",0,18333,4899,98,827,5792,2017,3297,1563,1305,8911,689,9452,26685,29268,12592,12240,13876,26920,33425,33136,14528,20126,24403,9325,20953,11552,20300,17973,13052,15931,404679,48888,27309,16431,26794,15512,22694,4880,45009,28002,21384,11218,12617,17750,28247,23539,24576,26277,14136,28,17729,28831,15683,22503,25266,23356,23115,30152,23563,1493,214,24634,42625,28686,17152,17203,12933,19969,25737,22918,19672,18614,13693,24876,22523,13551,25042,19422,14379,30984,27713,13016,12270,9981,21521,13593,18220,20804,27261,16978,3718,20705,19122,19874,18793,28979,21647,10022,13663
"5.4.99.26",0,407,1148,5,104,1822,0,508,9,0,908,0,1279,3422,4232,1586,1935,1724,3448,4300,4848,2577,3979,3545,1125,2507,1696,3040,2914,2252,2480,76069,9297,3011,3883,7262,2583,3458,682,5046,2780,2086,1842,1811,2734,7998,4295,5030,3211,1775,0,2093,4142,2619,2648,2988,2911,2954,3580,3200,311,10,3342,6832,5322,1271,2686,1987,3062,3014,2678,2270,4056,1645,3431,3011,2129,2822,1955,1316,4150,3792,1816,1060,1050,2406,2497,3174,3148,4141,3577,853,3056,2389,2214,3081,5156,2962,785,1057
"5.4.99.27",0,2066,2202,49,44,876,833,625,196,466,3516,38,4390,11386,14395,5648,4625,4578,11050,14968,13731,5510,8152,8975,3389,6838,4746,7297,7437,5063,4537,153519,20375,10480,7482,12000,7160,9981,2316,20319,12554,9758,5191,6370,7988,12385,10758,10350,11764,6244,9,7699,11507,6641,9429,10434,7934,9619,13163,9512,322,0,7808,15452,12006,4114,6397,4156,6298,8519,6725,4476,3610,4927,8167,7425,4954,4892,2959,2854,11594,11023,3771,3170,3129,5114,7157,9722,9188,10429,9420,2194,9516,8172,7209,8788,14007,9610,2642,3531
"5.4.99.28",0,17668,5177,48,705,6781,2380,2063,1234,515,9618,544,7959,18489,20804,9130,10465,12981,20888,25581,28509,13764,20011,20166,7123,17887,11239,19563,17166,11239,10224,338867,43840,17136,15681,28612,11586,17523,4032,24295,15592,10555,7658,8860,11854,30551,19874,22016,16946,9912,34,11079,20786,12988,15547,17255,16477,16380,18498,18629,2096,153,18801,30724,15764,8681,10692,8793,10831,14364,15994,17277,19266,8030,13154,12724,7240,15663,10751,8713,12205,11651,6680,6859,4677,11434,9978,13965,13454,21726,15438,4018,14509,12173,12047,12775,20612,12952,16963,23385
"5.4.99.29",0,17668,5177,48,705,6781,2380,2063,1234,515,9618,544,7959,18489,20804,9130,10465,12981,20888,25581,28509,13764,20011,20166,7123,17887,11239,19563,17166,11239,10224,338867,43840,17136,15681,28612,11586,17523,4032,24295,15592,10555,7658,8860,11854,30551,19874,22016,16946,9912,34,11079,20786,12988,15547,17255,16477,16380,18498,18629,2096,153,18801,30724,15764,8681,10692,8793,10831,14364,15994,17277,19266,8030,13154,12724,7240,15663,10751,8713,12205,11651,6680,6859,4677,11434,9978,13965,13454,21726,15438,4018,14509,12173,12047,12775,20612,12952,16963,23385
"5.4.99.32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5.4.99.4",0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5.4.99.5",0,24858,7300,166,1209,7967,2280,5293,2231,1689,9585,674,14774,40828,42874,19479,18696,21982,42264,48740,49961,21597,29833,35969,14427,33430,18322,32621,28259,20541,21604,583378,75098,40976,22607,37998,23391,33711,7686,63218,39901,29392,15250,17956,25005,41860,34554,36479,37858,21063,56,25239,42193,23764,33628,37502,35307,35205,42935,35505,2015,65,36200,59323,36642,23176,22795,17545,26068,34392,33042,30167,26653,18842,31627,29163,16586,32773,24560,18846,39593,34184,15336,16296,12184,26893,19540,26120,29856,42595,23726,5200,31375,28540,30222,26691,40314,31205,18877,26561
"5.4.99.58",0,1278,874,0,0,605,247,0,276,57,92,0,2562,6886,6654,3306,2807,3654,7575,7877,7968,2912,4226,5053,2597,6542,3494,5888,5003,3506,1684,81715,11953,6840,2630,3316,4022,5584,1382,9814,6364,4606,1870,2524,3390,3475,4764,4859,5944,3608,19,3776,5812,3512,5441,5970,4845,5480,6134,5476,0,0,4982,6626,2270,2308,2432,1672,1514,3714,4054,4107,2873,2008,2380,2723,1142,2439,1334,1425,1820,1926,781,1446,907,1484,2930,4094,4982,7278,3164,759,5229,4673,5256,4075,6003,5089,0,0
"5.4.99.60",0,2322,2231,28,473,1901,276,1627,912,759,1888,261,2867,8220,8070,3911,4420,5184,8503,9882,10994,5420,7336,8683,2891,7334,4163,7968,6733,4947,3978,128918,17936,8232,5723,7807,5020,7138,1764,11465,7597,4936,2857,3629,5168,8561,7510,8076,7106,4259,19,4966,9027,5387,7232,7799,7354,7452,8284,7453,257,117,8044,11540,7177,4646,5427,4368,5165,7394,7709,7061,6228,4070,6593,6242,3835,7445,6140,4687,7269,6910,2720,3587,2666,6056,3797,4832,5347,9173,4914,1207,6159,5249,6054,4850,7736,5634,1068,1440
"5.4.99.61",0,2322,2231,28,473,1901,276,1627,912,759,1888,261,2867,8220,8070,3911,4420,5184,8503,9882,10994,5420,7336,8683,2891,7334,4163,7968,6733,4947,3978,128918,17936,8232,5723,7807,5020,7138,1764,11465,7597,4936,2857,3629,5168,8561,7510,8076,7106,4259,19,4966,9027,5387,7232,7799,7354,7452,8284,7453,257,117,8044,11540,7177,4646,5427,4368,5165,7394,7709,7061,6228,4070,6593,6242,3835,7445,6140,4687,7269,6910,2720,3587,2666,6056,3797,4832,5347,9173,4914,1207,6159,5249,6054,4850,7736,5634,1068,1440
"5.4.99.62",0,244,36,0,45,534,0,69,55,311,882,16,61,221,281,121,200,148,318,319,289,176,389,319,82,497,124,532,473,284,395,12570,1217,499,598,3065,81,229,0,511,364,269,108,142,150,647,379,635,322,104,0,260,554,285,188,328,555,368,480,414,171,2,253,549,403,176,222,392,618,225,323,1511,1472,222,422,388,194,1961,2093,910,467,369,339,147,70,1031,262,175,304,829,515,86,239,311,303,378,577,348,7550,10364
"5.4.99.63",0,1581,609,0,89,144,100,701,416,645,748,30,547,2475,2392,874,1432,2093,2033,3430,4168,2449,3003,3925,669,1296,983,2294,1922,1283,2251,44661,6213,2661,2633,3872,1436,1914,389,3359,1943,1116,1244,1285,2046,2209,3191,3132,1958,1020,0,1860,3626,1945,2260,2581,4120,2896,3097,2598,0,91,4001,6874,5420,3829,3118,2186,4561,4762,5318,3662,3348,2695,4566,3860,2618,6658,5846,4102,6982,5469,2474,2823,1994,5667,866,1086,990,1400,1514,297,1658,1352,1580,1357,1803,1540,0,0
"5.4.99.64",0,2,0,0,0,0,0,0,0,0,166,0,0,0,4,0,17,0,0,115,35,27,107,23,0,6,0,43,69,0,53,891,58,5,79,83,6,0,0,0,0,0,0,15,95,5,6,14,7,0,0,6,75,67,58,49,32,0,0,6,0,0,44,201,45,84,52,16,135,64,44,81,0,80,84,53,5,10,70,28,40,137,0,0,32,47,0,0,0,0,7,0,0,0,8,0,16,0,0,0
"5.4.99.7",0,69,188,0,0,0,0,0,313,334,0,0,345,1076,1118,408,370,541,896,1476,1605,682,721,1054,321,694,326,641,666,433,249,8738,1243,1005,314,375,720,902,188,1993,1137,845,610,530,857,432,1022,990,1180,575,0,949,1375,587,955,1160,1692,1395,1630,1028,0,0,1359,2035,1042,1268,798,495,643,1493,1375,688,303,799,1381,1213,759,1054,854,812,1750,1256,901,827,952,1134,322,394,503,504,304,51,498,590,720,603,715,799,0,0
"5.4.99.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5.4.99.9",0,10687,562,30,45,712,11,1286,248,375,2003,47,242,765,830,392,643,811,1065,1050,1282,682,708,982,337,692,443,871,692,540,634,18048,2342,1021,1016,2132,542,675,131,1223,755,557,388,373,689,1561,982,1088,790,383,0,705,1252,613,720,799,1186,974,1111,813,140,26,1035,1266,964,922,708,740,1142,995,1592,1913,1736,907,1110,1010,561,2937,2686,1306,1330,1030,767,507,390,1737,424,532,553,768,693,124,887,736,883,792,1110,587,2119,2649
"5.5.1.1",0,1088,154,20,318,568,309,401,105,0,122,65,4,165,75,41,50,10,140,114,163,112,212,172,56,128,41,100,130,199,315,4583,373,190,82,2562,37,139,6,259,114,117,46,60,194,609,195,196,157,30,0,72,254,98,90,112,166,116,147,109,485,11,271,467,488,134,203,231,390,309,237,437,548,119,449,342,189,738,726,340,660,653,296,276,77,608,68,128,164,128,111,8,71,92,123,148,189,159,785,1057
"5.5.1.16",0,0,57,0,0,0,0,0,0,0,0,0,13,5,14,36,0,13,34,139,25,21,12,17,0,14,8,48,11,19,0,912,43,89,10,0,16,18,0,52,39,3,0,37,19,59,25,24,36,36,0,23,40,28,35,29,14,70,17,17,0,0,17,64,24,49,12,13,48,42,87,0,20,38,54,29,15,39,5,20,96,101,26,19,8,41,24,25,18,40,8,0,9,16,30,27,7,38,0,0
"5.5.1.18",0,0,2,0,0,0,0,0,0,0,0,0,0,11,41,0,21,0,14,70,16,0,0,0,27,71,8,78,20,3,53,578,48,49,0,3,0,0,0,7,9,16,0,0,0,0,0,4,20,0,0,0,0,0,8,9,0,0,0,3,0,0,25,66,28,41,54,26,6,21,30,32,0,22,52,45,10,14,16,9,43,76,6,23,32,36,0,0,28,27,15,5,32,22,23,10,37,13,0,0
"5.5.1.19",0,10014,722,20,219,588,6,117,288,0,1033,311,298,874,820,396,770,582,891,1293,1942,1542,1816,2008,225,630,356,902,629,552,1128,22756,2654,906,1249,1559,753,1174,306,1404,1132,342,593,675,1214,2762,1309,1638,652,430,0,580,1499,964,990,1080,814,816,830,897,644,11,1632,2830,1770,1059,1730,1602,1214,2124,1326,1348,1493,1076,2139,1857,1354,1705,1437,880,1974,2417,1260,880,884,1712,464,556,562,998,944,278,528,432,411,567,1144,555,0,0
