"","V1","V2","V3","V4","V5","V6","V7"
"f5fca6b036d6dd859242eb7a33b1dd17","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"f5ff3cfe46dba7c2cc7b579a496f59ef","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula","Unassigned"
"f600e2ffff6c4386123b0cdd5a00ff68","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured","uncultured bacterium"
"f602217acceb6d602742f16314ab70f2","Bacteria","Cyanobacteria","Sericytochromatia","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f6064e1b9ce98224440c51b7dbcabd07","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured","uncultured bacterium"
"f607d978388fad0933d0c1ea7bb9f75d","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unassigned","Unassigned","Unassigned"
"f607fee1b97d8346f30badbe0b583691","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1","uncultured bacterium"
"f60c0e7d285a9be281d7fdf6737f6b94","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","Unassigned"
"f61431c06e96fbd480c3e772d993a317","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","Unassigned"
"f615e1ed3df7a58323bb807686a908a0","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","uncultured bacterium"
"f6359e171a3635bf75da801ccb634a9a","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","Unassigned"
"f63c868f6e359945eeea872f53206893","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured","Unassigned"
"f63e1a478265a76ad10756655d2ad594","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unassigned","Unassigned"
"f6446768566cc31f3419e24831d2787b","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","uncultured bacterium","Unassigned","Unassigned"
"f64e1297e2197c892adb376e604240e7","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","Unassigned"
"f64e27714b3e2f761a5d370a56d25a4f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned"
"f654cda845f448c973f142d73ce0733b","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","Unassigned","Unassigned","Unassigned"
"f65e4aa71ffeae8135729c3d3d9a96d0","Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes VC2.1 Bac22","uncultured bacterium","Unassigned","Unassigned"
"f666a28f2a7a28a2b450602eed2fd043","Bacteria","Planctomycetota","Phycisphaerae","C86","uncultured bacterium","Unassigned","Unassigned"
"f667831cc46dd27adb080bc1bf67f032","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","Unassigned","Unassigned"
"f6745820188b11b3223e6a946b89aceb","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","Unassigned","Unassigned"
"f67d57df7ade1b2e97995a906d7825bd","Bacteria","Elusimicrobiota","Rs-M47","Unassigned","Unassigned","Unassigned","Unassigned"
"f68a8ea7cbed80b2ebdb8a9e3378271e","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","Unassigned","Unassigned"
"f69b5243cb873dd7def748d635b90e9a","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19 marine sediment group","uncultured bacterium"
"f69d080901005cd7ae128dbcc14ea632","Bacteria","Proteobacteria","Gammaproteobacteria","CCM19a","Unassigned","Unassigned","Unassigned"
"f6a213d117e8ba43a58c22f63ca194d5","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","Unassigned"
"f6a30eadac4d9c2e47c6d0c133d13d11","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","endosymbionts","uncultured bacterium"
"f6a72b2a1486bab27fa08d7370422944","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","uncultured","uncultured bacterium"
"f6ae7bc16ec7e75e2a7b700dc0021198","Bacteria","Zixibacteria","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f6b5f595aae349df821594917d4df2c3","Bacteria","NB1-j","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f6c3612a64aca0b75b11d4871c5bbcc9","Bacteria","Planctomycetota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f6c5169dc5398ad876af1abc11c63509","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","Porticoccus","Unassigned"
"f6caa30e35de1735eefa141ee0eb9b0a","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","Unassigned"
"f6cdbaddbe6af1a0ee11f45b91fe0821","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured planctomycete"
"f6d9f052c7bec26aade0c3206322e598","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","uncultured bacterium","Unassigned"
"f6dc0d9bb4478adb020c279e21ee3727","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unassigned","Unassigned"
"f6e3010ddc474bea6606285f66ea5afd","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","uncultured bacterium","Unassigned","Unassigned"
"f6eb9e163b301913594e44c038bd7a66","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Unassigned","Unassigned","Unassigned"
"f6edbcb91f18c1dcc550ce2c68333165","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","Unassigned"
"f6efe1c3ff0ad4c0364ddc41d14ceb98","Bacteria","Caldatribacteriota","JS1","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f6fa56cc9148290cab450f0092481c15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","Unassigned"
"f702085b664b566127c1e78e7d0181c8","Bacteria","Modulibacteria","Moduliflexia","Moduliflexales","Moduliflexaceae","uncultured organism","Unassigned"
"f7085b875ef60453b8b1176cd1f83da2","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2","uncultured bacterium"
"f70fe8cc06fa8344b7bdbb516e94071d","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC AAA011-D5","Unassigned","Unassigned"
"f7118ddb8fdaac825ccc8163c6d20538","Bacteria","Acidobacteriota","Subgroup 21","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f7181aba8300af3b6d3ca2243622f19c","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Unassigned","Unassigned","Unassigned"
"f71b3e4019289a6424d2ab698fbfaa79","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group","Unassigned","Unassigned"
"f71dfebe1c439680267492b089b46c47","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"f72b9f1d1cd9e6da82ebb22cbd6d2e2c","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned"
"f72ff341a7d30d360a31eab189c832c4","Bacteria","Planctomycetota","OM190","Unassigned","Unassigned","Unassigned","Unassigned"
"f730ad73e43e0d378346da30a6d63338","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","Unassigned"
"f7341a798146d30cdefd0e25bb99e43d","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","uncultured","uncultured bacterium"
"f73a9efa6956b4e934034834a6d9c4f5","Bacteria","Verrucomicrobiota","Lentisphaeria","Unassigned","Unassigned","Unassigned","Unassigned"
"f73b372c1ec89617b93cfbebcb855d1e","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","Unassigned"
"f7484d4f12a8b58eb9efd719bd366965","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f74fde40ad854d114f576e78601e698a","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","uncultured delta proteobacterium"
"f758a8ec883bfd438ca2828264fdf54c","Bacteria","NB1-j","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f767be27bb0d0b44385975565b6c5068","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax","Unassigned"
"f7680a1e04e59c59a2a6e2aff95766e8","Bacteria","Dependentiae","Babeliae","Babeliales","uncultured bacterium","Unassigned","Unassigned"
"f76e38baab72ad165809a39291cbfbab","Bacteria","Patescibacteria","Berkelbacteria","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f77a594cb35986fe7cfa4d4c42bf1da5","Bacteria","Spirochaetota","V2072-189E03","Unassigned","Unassigned","Unassigned","Unassigned"
"f77d649694380b2d900080dbe53fcaf0","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","Unassigned"
"f78d851a511d223c27f2a81a686379a0","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","TG3","uncultured Chitinivibrionia bacterium","Unassigned"
"f78db9e122ac78f5ee25508bde60e776","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unassigned","Unassigned","Unassigned"
"f7903486ca927856654b406dc6d2beb6","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","GW2011","Unassigned","Unassigned"
"f7998edc0ac028f3da633febd1134de6","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","uncultured","Unassigned"
"f79ad1666ffa332d8c8fd2a2484f43de","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f7a6eb9187534a12e9e90dfadc03e759","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens","Unassigned"
"f7ae39a2a24e581efe88abce2688e17a","Bacteria","Gemmatimonadota","BD2-11 terrestrial group","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f7b7141a703492b8100ca149b53cd020","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f7b78cbfc7c43d33f1466dae680b946e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus","Unassigned"
"f7b98500f044c28c73c371e4f5a5df31","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unassigned","Unassigned"
"f7cbfd46a1ab2f6944f8598ac23053da","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Unassigned","Unassigned","Unassigned"
"f7d172a00614aeb1d35989704fa95c72","Archaea","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f7d4f5c14f336c0377f3a6d7ebfde9fd","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Psychrosphaera","Unassigned"
"f7ead712ad472a3a078a3197e2bf17c3","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Unassigned","Unassigned"
"f7ef05f5790056d91ba6e82952202daa","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured","uncultured Bacteroidetes bacterium"
"f7f9630d021dd323656d70f589355cce","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","uncultured bacterium"
"f8022ef08260a67ff6b4134331479bf1","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f821b1f90b9a9c10482909d748a1a9fa","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","uncultured bacterium","Unassigned"
"f8240c892b18d2ae39083f3d30eb4eea","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","uncultured bacterium","Unassigned"
"f829089f77bbb74b1571e449d263b24a","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Haloferula","Unassigned"
"f82bca2d637ef0ed1891c70bceace061","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured bacterium"
"f82be55d649f3543897976d6cfd1a5b1","Bacteria","Zixibacteria","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f831c55f5587051398acb1931b5c4535","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","Unassigned"
"f8394ff5a2188d69ae2d4939a9a5cbcf","Bacteria","Planctomycetota","Phycisphaerae","Unassigned","Unassigned","Unassigned","Unassigned"
"f84de7c67b4a299f0b59b88675b8b3e2","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","Unassigned","Unassigned","Unassigned"
"f8637ebdf559082b368e43f965af7893","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","uncultured","Unassigned"
"f8650b16e73df2a79c2d0af02e9f2453","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Milano-WF1B-03","Unassigned"
"f866b17eee6e43a78026e0f2ef84cf1b","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564 sediment group","uncultured organism","Unassigned"
"f869be3c3dc78abeb6fe568bfb99034c","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella","uncultured bacterium"
"f869d322c7c7209f3e2c81cec0d86197","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Unassigned","Unassigned","Unassigned"
"f86ab1314d983f8e2bbe1b89795fe084","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Unassigned","Unassigned"
"f87196a201e69756ea4415a46b527ef9","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","Unassigned"
"f87dd86347f5c02a52a297bdd0509fff","Bacteria","Sva0485","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f880704e7b7a4d3c8e762376d31aedf8","Bacteria","Nitrospinota","P9X2b3D02","Unassigned","Unassigned","Unassigned","Unassigned"
"f8831fa35e481423c9bf15d3f4049536","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","uncultured bacterium"
"f888888f4cee84688d9a087f2ac4071a","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas","uncultured bacterium"
"f891e8c8e749ead40938791bc63a752d","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Persicirhabdus","uncultured bacterium"
"f8964c37861ffa3b32e9b6efb46a3c2d","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1","uncultured bacterium"
"f89d14d592f1b4fa3333aa2ed3536b1b","Bacteria","Zixibacteria","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f8a00eec7bc174a2156edadc6db43ae7","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured bacterium"
"f8b66dd744de90a453688e9705a1455b","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","endosymbionts","uncultured bacterium"
"f8c282cf9bf2418f8216c358071486f5","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","Unassigned"
"f8c29494c7d72796f8c06cb3395feb9f","Bacteria","Planctomycetota","Phycisphaerae","Pla1 lineage","Unassigned","Unassigned","Unassigned"
"f8c3dc540071f49d62dadda3b13824c3","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algibacter","Unassigned"
"f8cb5cde764a0306184d6c3d5f8ed1f0","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2","Unassigned"
"f8cb79a70b8ff9d506a6da5a8b2ebb28","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria","Unassigned","Unassigned","Unassigned"
"f8d5fb0a7a23beeebba5c8711940c757","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"f8e1d3985b7b2a5fe17bdc17542d1c40","Bacteria","Latescibacterota","uncultured organism","Unassigned","Unassigned","Unassigned","Unassigned"
"f8e3e68933d59605e6f5c9a74a9b1503","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured bacterium"
"f8e4888882a3fcc4f6aaf3682e619cb9","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Unassigned"
"f8ebb41fa1f5ffe65a063575254b787b","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured","uncultured bacterium"
"f8fc891c273fffcfa96d6b2d39340696","Bacteria","SAR324 clade(Marine group B)","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f8fe0b9ea5fdc41f61e9b2570cf0db8d","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 9","Unassigned","Unassigned","Unassigned"
"f909dbb34c54c2a8c5b9cd68897b2f31","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Unassigned","Unassigned"
"f90a3ef9326c4d4ed76dea181dc6dda7","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","PRD18C08","Unassigned","Unassigned"
"f90b018cd5e91520e23c08889d90a27e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","Unassigned"
"f9203ed98f23bc722f768755eb12bfea","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","uncultured bacterium","Unassigned","Unassigned"
"f920f3c3304da527e0005e8e26c61cf3","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Pelolinea","uncultured bacterium"
"f936db4f5b6e6fb7ea3eb615df8f7023","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353 marine group","uncultured bacterium","Unassigned","Unassigned"
"f93bb68cb54131329a699d458ae7c114","Bacteria","Chloroflexi","Anaerolineae","ADurb.Bin180","Unassigned","Unassigned","Unassigned"
"f95fa3208a4acc4c1d7724a39c76c326","Bacteria","Gemmatimonadota","PAUC43f marine benthic group","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f962f971edfadba97b77f96ccb52dc45","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Unassigned"
"f96e7d22183bc9eca4cf73c6a327910b","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A clade","Unassigned","Unassigned","Unassigned"
"f97eef34c9c0de9b922d77e37dee8054","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 23","uncultured bacterium"
"f97fcbc246372c9712ef1d7be8485389","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae","Unassigned","Unassigned"
"f998107ff8029b150c486b076ce2c493","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium"
"f99906b877689c075ab7f4e1fc6e22d3","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula","uncultured bacterium"
"f99f56e2c7afa8d5a62fc1ad88dcc793","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f9a7b17229ac20d6264ca100c7ef74f1","Bacteria","Acidobacteriota","Subgroup 22","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f9a9fb81e15a668a0b5037346de5b0bf","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae","Thiogranum","Unassigned"
"f9acb324a4060a71557a25c32fcb64b9","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Roseimaritima","Unassigned"
"f9b607f5ec707f5be1a74e7784a08f6d","Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus","uncultured bacterium"
